,player,result
6459,0,win via score
6460,1,win via score
6461,0,win via score
6462,0,win via elim
6463,1,win via score
6464,0,win via score
6465,2,win via score
6466,2,win via score
6467,2,win via score
6468,3,win via score
6469,3,win via elim
6470,0,win via score
6471,1,win via score
6472,0,win via score
6473,1,win via elim
6474,0,win via score
6475,2,win via score
6476,2,win via score
6477,1,win via elim
6478,3,win via score
6479,0,win via score
6480,0,win via score
6481,3,win via score
6482,3,win via elim
6483,1,win via score
6484,0,win via score
6485,3,win via score
6486,3,win via score
6487,2,win via elim
6488,3,win via score
6489,0,win via score
6490,3,win via score
6491,0,win via score
6492,1,win via score
6493,1,win via score
6494,0,win via score
6495,1,win via score
6496,2,win via score
6497,3,win via score
6498,0,win via score
6499,3,win via score
6500,2,win via score
6501,3,win via score
6502,3,win via score
6503,2,win via score
6504,0,win via score
6505,2,win via score
6506,3,win via score
6507,3,win via score
6508,1,win via score
6509,1,win via score
6510,1,win via score
6511,3,win via score
6512,2,win via elim
6513,2,win via score
6514,2,win via elim
6515,0,win via score
6516,0,win via score
6517,1,win via score
6518,3,win via score
6519,2,win via score
6520,3,win via score
6521,3,win via score
6522,2,win via score
6523,0,win via score
6524,2,win via score
6525,0,win via score
6526,1,win via score
6527,3,win via score
6528,0,win via score
6529,3,win via score
6530,3,win via score
6531,2,win via score
6532,1,win via score
6533,0,win via score
6534,2,win via score
6535,0,win via score
6536,2,win via score
6537,0,win via score
6538,2,win via score
6539,1,win via score
6540,2,win via score
6541,0,win via score
6542,2,win via score
6543,3,win via score
6544,0,win via score
6545,1,win via score
6546,0,win via score
6547,1,win via score
6548,1,win via score
6549,0,win via score
6550,2,win via score
6551,2,win via score
6552,3,win via score
6553,0,win via score
6554,0,win via score
6555,3,win via score
6556,2,win via score
6557,3,win via score
6558,1,win via score
6559,2,win via score
6560,2,win via score
6561,0,win via score
6562,1,win via score
6563,3,win via elim
6564,1,win via score
6565,1,win via score
6566,0,win via score
6567,0,win via score
6568,0,win via score
6569,0,win via score
6570,2,win via score
6571,0,win via score
6572,1,win via score
6573,3,win via score
6574,3,win via score
6575,2,win via score
6576,2,win via score
6577,0,win via score
6578,3,win via score
6579,2,win via score
6580,1,win via score
6581,0,win via score
6582,0,win via elim
6583,2,win via score
6584,2,win via elim
6585,2,win via elim
6586,0,win via score
6587,0,win via score
6588,3,win via score
6589,0,win via score
6590,0,win via score
6591,1,win via score
6592,3,win via score
6593,3,win via score
6594,3,win via score
6595,3,win via score
6596,0,win via score
6597,3,win via elim
6598,0,win via score
6599,3,win via score
6600,3,win via score
6601,2,win via score
6602,0,win via score
6603,1,win via score
6604,1,win via score
6605,0,win via score
6606,3,win via score
6607,1,win via score
6608,2,win via score
6609,1,win via score
6610,1,win via score
6611,2,win via score
6612,2,win via score
6613,0,win via score
6614,0,win via score
6615,0,win via score
6616,3,win via score
6617,3,win via score
6618,2,win via score
6619,3,win via score
6620,1,win via score
6621,0,win via score
6622,3,win via score
6623,1,win via score
6624,2,win via score
6625,3,win via score
6626,2,win via score
6627,2,win via score
6628,1,win via score
6629,0,win via score
6630,3,win via score
6631,3,win via score
6632,0,win via score
6633,1,win via score
6634,0,win via score
6635,3,win via score
6636,1,win via score
6637,3,win via elim
6638,3,win via score
6639,0,win via score
6640,1,win via score
6641,1,win via score
6642,0,win via score
6643,2,win via score
6644,3,win via score
6645,1,win via score
6646,1,win via score
6647,2,win via score
6648,1,win via score
6649,3,win via score
6650,0,win via score
6651,1,win via score
6652,2,win via score
6653,0,win via score
6654,3,win via score
6655,0,win via elim
6656,0,win via score
6657,1,win via score
6658,0,win via score
6659,2,win via score
6660,2,win via score
6661,0,win via score
6662,0,win via score
6663,0,win via score
6664,0,win via score
6665,3,win via score
6666,0,win via score
6667,1,win via score
6668,3,win via score
6669,0,win via elim
6670,0,win via score
6671,0,win via score
6672,2,win via score
6673,3,win via score
6674,3,win via score
6675,2,win via score
6676,2,win via score
6677,3,win via score
6678,1,win via score
6679,2,win via score
6680,1,win via score
6681,3,win via score
6682,2,win via score
6683,0,win via score
6684,0,win via elim
6685,1,win via score
6686,1,win via score
6687,3,win via score
6688,1,win via score
6689,0,win via score
6690,0,win via score
6691,1,win via score
6692,2,win via score
6693,2,win via score
6694,3,win via score
6695,3,win via elim
6696,1,win via score
6697,2,win via score
6698,2,win via score
6699,3,win via score
6700,2,win via score
6701,1,win via score
6702,0,win via score
6703,1,win via score
6704,3,win via score
6705,0,win via score
6706,1,win via score
6707,1,win via score
6708,0,win via score
6709,2,win via score
6710,2,win via score
6711,3,win via score
6712,2,win via score
6713,1,win via score
6714,1,win via score
6715,2,win via score
6716,2,win via score
6717,1,win via score
6718,3,win via score
6719,0,win via score
6720,3,win via score
6721,0,win via score
6722,2,win via score
6723,1,win via score
6724,3,win via score
6725,0,win via score
6726,3,win via score
6727,2,win via score
6728,0,win via score
6729,3,win via score
6730,0,win via score
6731,1,win via score
6732,1,win via score
6733,2,win via score
6734,1,win via score
6735,1,win via score
6736,2,win via score
6737,2,win via score
6738,2,win via score
6739,1,win via score
6740,0,win via score
6741,3,win via score
6742,0,win via score
6743,3,win via score
6744,3,win via score
6745,1,win via score
6746,2,win via score
6747,2,win via elim
6748,0,win via score
6749,1,win via score
6750,0,win via score
6751,3,win via score
6752,3,win via score
6753,2,win via score
6754,1,win via elim
6755,0,win via score
6756,0,win via score
6757,3,win via score
6758,0,win via score
6759,0,win via score
6760,0,win via score
6761,3,win via score
6762,3,win via score
6763,0,win via score
6764,2,win via score
6765,3,win via score
6766,1,win via score
6767,1,win via score
6768,0,win via score
6769,2,win via score
6770,3,win via score
6771,2,win via score
6772,1,win via score
6773,0,win via score
6774,0,win via score
6775,2,win via score
6776,3,win via score
6777,2,win via score
6778,3,win via score
6779,3,win via score
6780,1,win via score
6781,2,win via score
6782,0,win via score
6783,1,win via score
6784,0,win via score
6785,2,win via score
6786,1,win via score
6787,0,win via elim
6788,1,win via score
6789,3,win via score
6790,1,win via elim
6791,1,win via score
6792,1,win via score
6793,2,win via score
6794,3,win via score
6795,2,win via score
6796,2,win via score
6797,2,win via score
6798,0,win via score
6799,0,win via elim
6800,0,win via score
6801,1,win via score
6802,3,win via score
6803,3,win via score
6804,0,win via score
6805,1,win via score
6806,3,win via score
6807,0,win via score
6808,2,win via score
6809,3,win via score
6810,1,win via score
6811,0,win via score
6812,0,win via score
6813,1,win via score
6814,0,win via score
6815,2,win via score
6816,1,win via score
6817,1,win via score
6818,2,win via score
6819,0,win via score
6820,0,win via score
6821,0,win via score
6822,2,win via score
6823,1,win via score
6824,0,win via score
6825,0,win via score
6826,2,win via score
6827,0,win via score
6828,2,win via score
6829,0,win via score
6830,1,win via score
6831,0,win via score
6832,1,win via score
6833,3,win via elim
6834,1,win via score
6835,0,win via score
6836,0,win via score
6837,0,win via score
6838,3,win via score
6839,0,win via score
6840,0,win via score
6841,1,win via score
6842,3,win via score
6843,1,win via score
6844,0,win via score
6845,1,win via score
6846,3,win via score
6847,1,win via score
6848,3,win via score
6849,0,win via score
6850,0,win via score
6851,1,win via elim
6852,1,win via score
6853,2,win via score
6854,3,win via score
6855,2,win via score
6856,3,win via score
6857,2,win via score
6858,2,win via score
6859,1,win via score
6860,0,win via score
6861,2,win via score
6862,3,win via score
6863,1,win via score
6864,0,win via score
6865,2,win via score
6866,3,win via score
6867,3,win via score
6868,2,win via score
6869,3,win via score
6870,1,win via score
6871,0,win via elim
6872,2,win via score
6873,2,win via score
6874,0,win via score
6875,0,win via score
6876,3,win via score
6877,1,win via elim
6878,2,win via score
6879,1,win via elim
6880,0,win via score
6881,2,win via score
6882,1,win via score
6883,1,win via score
6884,0,win via score
6885,2,win via score
6886,0,win via score
6887,1,win via score
6888,2,win via score
6889,2,win via score
6890,2,win via score
6891,3,win via score
6892,1,win via score
6893,0,win via score
6894,3,win via score
6895,3,win via score
6896,3,win via score
6897,3,win via score
6898,2,win via score
6899,1,win via score
6900,0,win via score
6901,2,win via score
6902,0,win via score
6903,1,win via score
6904,0,win via score
6905,0,win via score
6906,2,win via score
6907,1,win via score
6908,1,win via score
6909,1,win via score
6910,3,win via score
6911,2,win via score
6912,3,win via score
6913,2,win via score
6914,0,win via score
6915,0,win via score
6916,1,win via score
6917,0,win via score
6918,3,win via score
6919,2,win via score
6920,2,win via score
6921,2,win via score
6922,1,win via score
6923,0,win via score
6924,2,win via score
6925,3,win via score
6926,1,win via score
6927,0,win via score
6928,3,win via score
6929,2,win via score
6930,3,win via elim
6931,2,win via score
6932,2,win via score
6933,2,win via score
6934,1,win via score
6935,0,win via score
6936,1,win via score
6937,2,win via score
6938,0,win via score
6939,3,win via score
6940,3,win via score
6941,3,win via score
6942,1,win via score
6943,1,win via score
6944,0,win via score
6945,0,win via score
6946,1,win via score
6947,3,win via score
6948,1,win via score
6949,0,win via score
6950,3,win via score
6951,2,win via score
6952,1,win via score
6953,1,win via score
6954,1,win via score
6955,2,win via score
6956,2,win via score
6957,0,win via score
6958,2,win via score
6959,2,win via score
6960,2,win via score
6961,1,win via score
6962,1,win via score
6963,3,win via score
6964,3,win via elim
6965,1,win via score
6966,2,win via score
6967,0,win via score
6968,0,win via score
6969,0,win via elim
6970,0,win via score
6971,0,win via score
6972,3,win via score
6973,1,win via score
6974,1,win via score
6975,1,win via score
6976,1,win via score
6977,1,win via score
6978,3,win via elim
6979,3,win via score
6980,3,win via score
6981,0,win via score
6982,2,win via score
6983,3,win via score
6984,1,win via score
6985,1,win via score
6986,0,win via score
6987,0,win via score
6988,1,win via score
6989,1,win via score
6990,0,win via score
6991,1,win via score
6992,1,win via score
6993,2,win via score
6994,3,win via score
6995,2,win via score
6996,0,win via score
6997,3,win via score
6998,3,win via score
6999,2,win via score
7000,3,win via score
7001,2,win via score
7002,2,win via score
7003,1,win via score
7004,2,win via score
7005,1,win via elim
7006,0,win via score
7007,1,win via score
7008,2,win via score
7009,3,win via score
7010,0,win via score
7011,2,win via score
7012,2,win via score
7013,0,win via score
7014,0,win via score
7015,3,win via score
7016,2,win via elim
7017,3,win via score
7018,0,win via score
7019,0,win via score
7020,0,win via score
7021,0,win via score
7022,0,win via score
7023,1,win via score
7024,2,win via score
7025,2,win via score
7026,0,win via score
7027,0,win via score
7028,1,win via score
7029,0,win via elim
7030,0,win via elim
7031,1,win via score
7032,2,win via score
7033,3,win via score
7034,1,win via score
7035,0,win via score
7036,1,win via score
7037,1,win via score
7038,3,win via score
7039,1,win via score
7040,3,win via score
7041,1,win via score
7042,1,win via score
7043,1,win via score
7044,2,win via score
7045,0,win via score
7046,1,win via elim
7047,3,win via score
7048,2,win via score
7049,0,win via score
7050,2,win via score
7051,3,win via score
7052,1,win via score
7053,3,win via score
7054,1,win via score
7055,3,win via score
7056,3,win via score
7057,3,win via score
7058,3,win via elim
7059,1,win via score
